CustomerID,Monetary,Frequency,Recency,ProductVariety,CancellationRate,Place
12531.0,7.365882352941177,17,14,34,0,Home
12532.0,20.922,15,29,34,0,Home
12534.0,15.825483870967743,62,130,34,0,Home
12535.0,21.069117647058828,34,91,34,0,Home
12536.0,16.437164179104492,268,7,34,0,Home
12538.0,17.245238095238097,21,28,568,0,Home
12539.0,20.024871794871782,273,21,13,0,Home
12540.0,25.618232758620675,464,19,13,0,Home
12541.0,17.18122448979592,49,29,13,0,Home
12544.0,17.373684210526317,19,29,13,0,Home
12545.0,16.974791666666665,48,74,13,0,Home
12546.0,15.109705882352944,68,46,13,0,Home
12547.0,25.3,6,197,13,0,Home
12548.0,16.799999999999997,4,165,13,0,Home
12550.0,14.53624999999999,56,78,13,0,Home
12551.0,17.45,10,357,13,0,Home
12552.0,16.585263157894737,19,39,13,0,Home
12553.0,17.744652406417107,187,7,13,0,Home
12556.0,4.9622314049586755,121,49,13,0,Home
12557.0,413.35272727272724,33,15,28,0,Home
12558.0,24.541818181818176,22,1,28,0,Home
12559.0,26.848095238095237,21,310,28,0,Home
12560.0,17.895321100917432,109,4,28,0,Home
12561.0,14.928125000000001,16,302,28,0,Home
12562.0,21.375279503105606,161,7,28,0,Home
12564.0,20.145000000000003,20,260,28,0,Home
12565.0,16.067,10,281,42,0,Home
12566.0,15.926315789473685,19,72,42,0,Home
12567.0,19.560043956043938,455,22,42,0,Home
12569.0,21.612974683544305,158,1,42,0,Home
12571.0,15.282647058823526,34,39,42,0,Home
12572.0,15.24866666666667,60,8,42,0,Home
12573.0,5.6417857142857155,28,226,42,0,Home
12574.0,18.245,10,315,42,0,Home
12576.0,14.749213483146066,89,35,22,0,Home
12577.0,4.791972789115649,147,34,22,0,Home
12578.0,20.75525423728814,118,20,22,0,Home
12579.0,13.728275862068964,29,72,22,0,Home
12580.0,16.508695652173913,23,246,22,0,Home
12581.0,12.83642857142857,14,39,22,0,Home
12582.0,17.567999999999994,20,238,22,0,Home
12583.0,30.027319148936137,235,2,22,0,Home
12584.0,21.7724,125,3,22,0,Home
12585.0,19.90242105263157,95,233,22,0,Home
12586.0,17.828333333333333,12,16,22,0,Home
12587.0,34.666666666666664,3,7,22,0,Home
12588.0,19.433333333333334,9,38,22,0,Home
12589.0,17.269090909090913,33,28,22,0,Home
12590.0,157.3582608695652,69,189,162,0,Abroad
12591.0,14.245199999999997,25,316,162,0,Abroad
12592.0,25.099999999999998,16,91,162,0,Abroad
12593.0,21.104999999999997,20,108,162,0,Abroad
12594.0,28.055263157894718,114,37,162,0,Abroad
12596.0,18.2004,25,50,162,0,Abroad
12597.0,15.785761904761907,210,18,162,0,Abroad
12598.0,22.089687499999986,128,9,162,0,Abroad
12599.0,16.156000000000006,55,28,162,0,Abroad
12600.0,43.98037037037037,54,28,162,0,Abroad
12601.0,21.381666666666664,24,189,162,0,Abroad
12602.0,12.760000000000003,12,58,162,0,Abroad
12603.0,714.0,1,21,162,0,Abroad
12604.0,15.74533333333333,15,78,162,0,Abroad
12605.0,2.5,3,364,465,0,Home
12607.0,15.555544554455441,202,57,465,0,Home
12609.0,18.195614035087722,57,77,465,0,Home
12610.0,16.67560747663552,107,22,465,0,Home
12611.0,18.512615384615387,65,51,465,0,Home
12612.0,36.2445,20,57,465,0,Home
12613.0,20.222515723270423,159,30,465,0,Home
12614.0,15.088,20,277,465,0,Home
12615.0,21.116732673267332,101,1,465,0,Home
12616.0,20.51029411764706,34,84,465,0,Home
12617.0,8.393571428571434,42,28,465,0,Home
12618.0,13.731,10,21,465,0,Home
12619.0,37.8710465116279,86,15,465,0,Home
12620.0,14.383846153846152,91,14,465,0,Home
12621.0,29.280855263157903,456,1,465,0,Home
12622.0,16.21,10,231,465,0,Home
12623.0,16.058823529411768,17,275,465,0,Home
12624.0,15.898055555555556,36,105,465,0,Home
12625.0,28.935454545454537,88,211,465,0,Home
12626.0,21.81701342281879,298,22,465,0,Home
12627.0,18.134508928571435,224,10,465,0,Home
12628.0,18.73275,40,3,465,0,Home
12630.0,16.58322580645162,62,9,465,0,Home
12631.0,15.996666666666671,30,56,465,0,Home
12633.0,20.522525252525245,99,58,12,1,Home
12635.0,15.035757575757575,99,89,12,1,Home
12637.0,14.90751282051282,390,66,12,1,Home
12638.0,13.465526315789473,38,32,12,1,Home
12639.0,17.433333333333337,21,238,12,1,Home
12640.0,19.8436,50,23,12,1,Home
12641.0,14.45111111111111,9,114,12,1,Home
12642.0,20.083181818181817,44,24,25,0,Home
12643.0,197.8022222222222,18,127,25,0,Home
12644.0,15.416451612903229,31,129,25,0,Home
12645.0,23.585428571428583,70,33,25,0,Home
12646.0,30.31666666666667,45,4,25,0,Home
12647.0,29.91704347826087,115,21,25,0,Home
12648.0,15.002500000000001,20,154,25,0,Home
12649.0,18.189354838709672,31,106,25,0,Home
12650.0,23.92631578947369,19,2,25,0,Home
12651.0,11.726666666666668,9,334,25,0,Home
12652.0,19.0262,50,321,1,0,Home
12653.0,55.67558139534884,43,148,234,0,Home
12654.0,15.58764705882353,34,10,234,0,Home
12656.0,30.62816000000002,125,16,234,0,Home
12657.0,35.81730769230769,52,10,234,0,Home
12658.0,17.955714285714286,35,18,234,0,Home
12659.0,18.419999999999998,4,29,234,0,Home
12660.0,18.925000000000004,12,10,234,0,Home
12662.0,16.079909909909897,222,0,234,0,Home
12664.0,169.35,28,7,234,0,Home
12665.0,15.416666666666666,3,324,234,0,Home
12666.0,135.0,2,358,234,0,Home
12667.0,14.304062499999999,32,57,55,0,Home
12668.0,20.910853658536595,164,6,55,0,Home
12669.0,14.408061224489796,98,150,55,0,Home
12670.0,31.25606741573033,89,9,55,0,Home
12672.0,22.924,10,329,55,0,Home
12673.0,13.782439024390243,41,4,55,0,Home
12674.0,22.444482758620694,87,11,55,0,Home
12676.0,27.984358974358976,39,24,55,0,Home
12678.0,111.57759493670885,158,41,55,0,Home
12679.0,20.141538461538463,52,51,55,0,Home
12680.0,16.138979591836733,49,0,55,0,Home
12681.0,20.423194221508826,623,14,55,0,Home
12682.0,22.800362903225807,496,3,55,0,Home
12683.0,23.39567335243553,349,3,55,0,Home
12684.0,21.247653061224486,98,7,24,0,Home
12685.0,17.077350993377486,151,27,24,0,Home
12686.0,11.856666666666667,6,371,24,0,Home
12688.0,29.579239766081894,171,113,24,0,Home
12689.0,16.37957142857143,70,25,24,0,Home
12690.0,22.334,15,205,24,0,Home
12691.0,35.074074074074076,27,27,24,0,Home
12693.0,20.19081081081081,37,120,24,0,Home
12694.0,22.059142857142852,35,69,24,0,Home
12695.0,21.321481481481484,27,6,24,0,Home
12697.0,19.404000000000003,40,20,24,0,Home
12700.0,17.16935606060608,264,7,24,0,Home
12701.0,13.782549019607842,51,79,24,0,Home
12702.0,18.272727272727277,11,19,24,0,Home
12703.0,13.066666666666672,21,63,24,0,Home
12704.0,21.89481481481481,81,6,24,0,Home
12705.0,19.387485380116967,342,14,24,0,Home
12707.0,19.436969696969697,33,291,24,0,Home
12708.0,15.390853658536585,164,29,27,0,Home
12709.0,43.37999999999999,251,2,27,0,Home
12710.0,13.703552631578956,76,96,137,0,Home
12712.0,31.79242187499999,128,22,137,0,Home
12713.0,21.47432432432432,37,0,137,0,Home
12714.0,16.973149606299188,254,8,137,0,Home
12715.0,13.693000000000001,20,105,137,0,Home
12716.0,14.380447761194024,67,3,137,0,Home
12717.0,15.526037735849059,53,150,137,0,Home
12718.0,11.236111111111114,18,70,137,0,Home
12719.0,15.245,40,4,137,0,Home
12720.0,15.781502890173423,346,2,137,0,Home
12721.0,15.29037974683545,158,31,137,0,Home
12722.0,18.438749999999995,56,84,137,0,Home
12723.0,10.620441176470587,68,3,137,0,Home
12724.0,18.845102040816325,49,4,137,0,Home
12725.0,11.297391304347828,23,370,137,0,Home
12726.0,21.71128205128206,117,27,137,0,Home
12727.0,26.32601503759399,133,10,137,0,Home
12728.0,16.604047619047613,42,70,24,0,Home
12729.0,16.680400000000006,25,113,24,0,Home
12731.0,73.90447272727272,275,23,137,0,Home
12732.0,19.84181818181819,11,179,142,0,Home
12733.0,17.452272727272728,22,233,142,0,Home
12734.0,71.9,4,352,142,0,Home
12735.0,16.634878048780482,41,314,142,0,Home
12736.0,101.2,3,332,142,0,Home
12738.0,13.735,10,371,142,0,Home
12739.0,27.33891891891892,37,98,142,0,Home
12740.0,15.837037037037035,27,63,142,0,Home
12743.0,3.9247014925373125,134,133,142,0,Home
12744.0,44.155209302325595,215,55,142,0,Home
12747.0,45.28262135922333,103,1,142,0,Home
12748.0,11.410532121998667,4623,0,142,0,Home
12749.0,18.51895652173914,230,3,142,0,Home
12750.0,18.680000000000003,15,128,142,0,Home
12752.0,89.69169811320752,53,80,142,0,Home
12753.0,104.81273913043484,230,3,142,0,Home
12754.0,55.98126984126984,63,235,142,0,Home
12755.0,464.5875,4,249,142,0,Home
12756.0,28.020000000000003,4,86,142,0,Home
12757.0,11.490765027322416,366,15,142,0,Home
12758.0,28.835567010309283,97,116,142,0,Home
12759.0,15.011739130434792,92,51,142,0,Home
12762.0,26.856119402985076,67,7,142,0,Home
12763.0,26.815555555555555,18,137,142,0,Home
12764.0,38.66444444444445,45,316,142,0,Home
12766.0,20.981405228758174,306,3,142,0,Home
12769.0,38.55750000000001,32,238,142,0,Home
12770.0,116.69083333333333,12,210,142,0,Home
12772.0,13.454629629629638,54,59,142,0,Home
12775.0,21.128387096774198,62,16,142,0,Home
12778.0,15.39522727272727,44,19,142,0,Home
12779.0,28.429559748427696,159,20,142,0,Home
12781.0,30.178571428571434,28,21,142,0,Home
12782.0,19.706666666666678,102,4,142,0,Home
12783.0,19.561923076923083,78,1,142,0,Home
12784.0,8.820172413793102,58,14,142,0,Home
12785.0,19.192142857142862,14,2,142,0,Home
12787.0,24.81529411764706,17,9,142,0,Home
12789.0,25.61666666666667,3,64,142,0,Home
12790.0,14.746000000000004,20,191,142,0,Home
12791.0,201.6,1,373,142,0,Home
12792.0,14.169166666666667,24,256,142,0,Home
12793.0,20.00909090909091,22,334,142,0,Home
12794.0,19.120222222222218,45,52,142,0,Home
12795.0,24.498461538461545,13,18,142,0,Home
12797.0,18.792500000000004,16,359,142,0,Home
12798.0,564.342857142857,7,43,142,0,Home
12802.0,15.706399999999999,25,183,142,0,Home
12808.0,16.97222222222223,27,36,142,0,Home
12809.0,16.4104,25,167,142,0,Home
12811.0,15.458928571428574,28,261,142,0,Home
12812.0,15.309333333333333,15,44,142,0,Home
12814.0,99.84,1,101,142,0,Home
12815.0,19.188000000000002,45,147,142,0,Home
12816.0,16.74814814814815,27,95,142,0,Home
12817.0,42.01333333333334,3,280,142,0,Home
12818.0,94.15733333333333,15,177,142,0,Home
12820.0,15.914237288135594,59,2,142,0,Home
12821.0,15.453333333333333,6,213,142,0,Home
12822.0,21.165531914893613,47,70,142,0,Home
12823.0,365.7,5,74,142,0,Home
12824.0,15.772799999999997,25,59,142,0,Home
12826.0,16.193617021276587,94,2,142,0,Home
12827.0,17.206,25,5,142,0,Home
12828.0,19.28410714285715,56,2,183,0,Home
12829.0,44.24583333333334,12,321,183,0,Home
12830.0,260.27578947368426,38,37,183,0,Home
12831.0,23.894444444444446,9,261,1,0,Abroad
12832.0,13.741851851851854,27,31,56,0,Home
12833.0,17.29083333333333,24,144,56,0,Home
12834.0,17.354444444444447,18,282,56,0,Home
12836.0,15.002742857142852,175,58,56,0,Home
12837.0,11.174999999999999,12,172,56,0,Home
12838.0,5.457642276422761,123,33,56,0,Home
12839.0,17.75117460317461,315,2,56,0,Home
12840.0,23.61439655172413,116,143,56,0,Home
12841.0,9.622118451025045,439,4,56,0,Home
12842.0,33.60558823529412,34,69,56,0,Home
12843.0,15.960740740740741,108,65,56,0,Home
12844.0,6.222307692307691,52,28,56,0,Home
12845.0,14.155185185185188,27,266,56,0,Home
12847.0,9.65252747252747,91,21,56,0,Home
12849.0,21.20714285714285,49,30,56,0,Home
12851.0,2.703599999999999,50,96,56,0,Home
12852.0,16.167499999999997,20,289,56,0,Home
12853.0,24.326190476190476,84,107,56,0,Home
12854.0,11.689304347826091,115,78,56,0,Home
12855.0,12.700000000000003,3,372,56,0,Home
12856.0,6.939369085173504,317,7,56,0,Home
12857.0,24.000000000000004,46,210,56,0,Home
12863.0,102.01666666666667,6,51,56,0,Home
12864.0,49.04,3,137,56,0,Home
12865.0,16.545729166666657,96,25,56,0,Home
12866.0,19.5904,25,282,56,0,Home
12867.0,7.3598727272727205,550,25,56,0,Home
12868.0,14.92056074766356,107,185,56,0,Home
12870.0,7.449999999999999,2,365,4,0,Home
12871.0,38.09454545454546,11,83,24,0,Home
12872.0,8.9980303030303,66,326,24,0,Home
12873.0,105.5,4,281,24,0,Home
12875.0,61.11,1,142,24,0,Home
12876.0,25.486987951807226,83,57,24,0,Home
12877.0,10.578766233766238,154,3,24,0,Home
12878.0,17.80938775510204,49,17,24,0,Home
12879.0,55.0891666666667,12,44,24,0,Home
12881.0,26.857142857142858,7,275,24,0,Home
12882.0,126.27692307692308,13,8,24,0,Home
12883.0,16.670714285714286,42,24,24,0,Home
12884.0,44.15000000000001,7,87,24,0,Home
12885.0,16.557916666666664,72,62,24,0,Home
12886.0,16.44313953488372,86,67,24,0,Home
12888.0,58.82142857142857,7,213,24,0,Home
12890.0,4.62890243902439,82,23,24,0,Home
12891.0,133.0,3,185,24,0,Home
12893.0,5.533529411764706,34,30,24,0,Home
12895.0,14.495833333333332,24,41,24,0,Home
12897.0,58.12500000000001,4,204,150,0,Home
12901.0,139.9736440677966,118,9,150,0,Home
12902.0,13.868,10,264,150,0,Home
12904.0,7.004166666666664,72,17,150,0,Home
12906.0,48.896031746031746,63,11,150,0,Home
12908.0,498.0,3,175,150,0,Home
12909.0,23.8865625,96,39,150,0,Home
12910.0,42.646933333333344,75,22,150,0,Home
12912.0,78.29083333333332,24,2,150,0,Home
12913.0,52.97100000000001,50,4,150,0,Home
12915.0,15.438636363636363,22,148,150,0,Home
12916.0,28.678440366972485,109,138,150,0,Home
12917.0,357.0,2,127,150,0,Home
12919.0,26.533461538461534,52,7,150,0,Home
12920.0,5.722500000000001,28,16,150,0,Home
12921.0,22.716896086369786,741,3,150,0,Home
12922.0,14.477857142857143,28,160,150,0,Home
12923.0,6.275714285714286,28,63,150,0,Home
12924.0,33.37533333333334,30,87,150,0,Home
12925.0,16.244666666666664,45,4,150,0,Home
12928.0,24.803571428571423,84,34,150,0,Home
12929.0,14.755555555555556,9,121,150,0,Home
12930.0,15.055555555555557,27,77,150,0,Home
12931.0,514.9497959183673,98,21,150,0,Home
12933.0,5.670654205607476,107,23,150,0,Home
12935.0,16.658999999999995,130,1,150,0,Home
12936.0,18.173015873015878,63,16,150,0,Home
12937.0,12.563083333333342,120,14,150,0,Home
12938.0,12.68222222222222,9,25,150,0,Home
12939.0,276.9787234042552,47,63,150,0,Home
12940.0,9.207864077669905,103,45,150,0,Home
12942.0,9.118666666666668,75,130,150,0,Home
12943.0,3.75,1,300,150,0,Home
12944.0,20.33833333333333,30,35,150,0,Home
12945.0,20.758695652173916,23,287,150,0,Home
12947.0,17.3426213592233,103,143,150,0,Home
12948.0,17.518983050847456,118,15,150,0,Home
12949.0,19.14849315068494,219,30,150,0,Home
12950.0,90.52173913043478,23,1,150,0,Home
12951.0,16.676461538461542,65,8,150,0,Home
12952.0,17.371750000000006,80,5,150,0,Home
12953.0,19.261764705882353,17,9,150,0,Home
12955.0,26.184918032786882,183,0,150,0,Home
12956.0,5.687894736842105,19,305,150,0,Home
12957.0,16.436475409836074,244,3,150,0,Home
12962.0,16.649375000000003,16,6,150,0,Home
12963.0,19.619263157894732,95,7,150,0,Home
12965.0,7.035137614678896,109,88,150,0,Home
12966.0,15.598000000000004,10,9,51,0,Home
12967.0,66.08030303030303,33,2,51,0,Home
12968.0,27.189999999999998,5,111,51,0,Home
12970.0,3.050066225165562,151,6,51,0,Home
12971.0,40.14130293159608,307,3,51,0,Home
12974.0,18.1,8,197,51,0,Home
12976.0,36.300000000000004,22,211,51,0,Home
12977.0,5.4655555555555555,9,155,51,0,Home
12980.0,361.52083333333326,24,155,51,0,Home
12981.0,18.611,20,29,51,0,Home
12982.0,12.64941176470588,34,239,51,0,Home
12984.0,24.375,4,18,51,0,Home
12985.0,27.526923076923087,78,0,51,0,Home
12987.0,19.08,30,73,51,0,Home
12988.0,5.785434782608696,92,291,51,0,Home
12989.0,117.67808823529407,68,2,51,0,Home
12990.0,32.00000000000001,13,30,51,0,Home
12991.0,16.25032258064516,31,22,51,0,Home
12993.0,15.361481481481482,27,22,51,0,Home
12994.0,14.291232876712328,73,3,51,0,Home
12995.0,47.983999999999995,5,77,51,0,Home
12997.0,18.73283582089552,67,21,51,0,Home
12999.0,16.281428571428567,28,195,51,0,Home
13000.0,18.02225806451613,31,106,51,0,Home
13001.0,30.473157894736893,342,3,51,0,Home
13002.0,15.77,7,317,51,0,Home
13003.0,24.84166666666667,6,105,51,0,Home
13004.0,14.240806845965771,409,11,51,0,Home
13005.0,19.256896551724136,29,173,51,0,Home
13006.0,20.3925,4,55,51,0,Home
13008.0,18.831333333333337,15,322,51,0,Home
13011.0,16.85,3,371,51,0,Home
13012.0,18.94264150943397,106,8,51,0,Home
13013.0,21.839594594594598,222,0,51,0,Home
13014.0,29.771788617886177,123,2,51,0,Home
13015.0,18.01295454545456,176,52,51,0,Home
13016.0,16.53553191489361,47,72,51,0,Home
13017.0,237.6,1,6,51,0,Home
13018.0,15.72324618736383,459,15,51,0,Home
13021.0,19.933283582089558,134,3,51,0,Home
13023.0,15.676315789473682,38,63,51,0,Home
13026.0,37.82071428571429,42,0,51,0,Home
13027.0,335.5,24,113,51,0,Home
13028.0,14.105531914893618,47,22,51,0,Home
13029.0,191.35000000000002,10,30,51,0,Home
13030.0,8.03717171717172,99,10,51,0,Home
13032.0,13.511199999999995,75,38,51,0,Home
13033.0,18.031818181818185,11,356,51,0,Home
13034.0,16.97972972972973,37,54,51,0,Home
13035.0,33.651,30,57,51,0,Home
13037.0,18.42229166666667,48,137,51,0,Home
13038.0,35.123571428571424,28,79,51,0,Home
13040.0,15.743953488372096,43,8,51,0,Home
13043.0,44.353571428571435,14,253,51,0,Home
13044.0,17.941515151515155,33,290,51,0,Home
13045.0,16.959999999999997,18,98,51,0,Home
13046.0,17.914571428571428,35,30,51,0,Home
13047.0,17.40350515463918,194,45,51,0,Home
13048.0,13.67671532846715,137,13,406,0,Home
13049.0,51.62000000000001,14,63,406,0,Home
13050.0,14.445344418052256,421,8,406,0,Home
13052.0,19.39166666666667,18,211,406,0,Home
13055.0,15.565897435897437,78,63,406,0,Home
13058.0,33.925,8,24,406,0,Home
13059.0,22.925,8,249,406,0,Home
13060.0,20.502000000000002,15,253,406,0,Home
13061.0,24.860999999999997,10,71,406,0,Home
13062.0,33.125454545454545,11,190,406,0,Home
13064.0,16.244782608695655,69,12,406,0,Home
13065.0,15.187142857142858,14,372,406,0,Home
13066.0,10.373469387755103,49,23,406,0,Home
13067.0,7.674666666666668,15,81,406,0,Home
13068.0,208.0,2,9,406,0,Home
13069.0,13.187334754797433,469,0,406,0,Home
13070.0,25.422222222222224,9,191,406,0,Home
13072.0,25.30714285714286,7,266,406,0,Home
13075.0,42.80045454545455,22,129,406,0,Home
13077.0,7.7099107142857175,112,0,406,0,Home
13078.0,36.63352631578949,380,0,406,0,Home
13079.0,55.48333333333334,6,3,406,0,Home
13080.0,9.68,6,178,406,0,Home
13081.0,28.529696969697017,1056,0,406,0,Home
13082.0,43.03486486486487,74,125,406,0,Home
13083.0,16.608333333333334,18,3,406,0,Home
13085.0,19.30275862068966,29,157,406,0,Home
13089.0,34.16005385029631,1857,2,406,0,Home
13090.0,65.49168749999998,160,8,406,0,Home
13091.0,15.259166666666667,24,20,406,0,Home
13092.0,19.947307692307692,26,70,406,0,Home
13093.0,54.67994117647059,170,266,406,0,Home
13094.0,83.08999999999999,30,20,406,0,Home
13095.0,12.0,6,70,406,0,Home
13097.0,14.190206422018333,436,32,406,0,Home
13098.0,53.287454545454565,605,0,406,0,Home
13099.0,244.8,1,98,406,0,Home
13101.0,12.523749999999998,8,233,406,0,Home
13102.0,21.964161290322583,310,0,406,0,Home
13103.0,29.5925,8,39,406,0,Home
13104.0,59.075999999999986,20,2,406,0,Home
13106.0,54.45000000000001,2,128,406,0,Home
13107.0,26.628833333333333,60,43,406,0,Home
13108.0,35.00599999999999,10,372,406,0,Home
13109.0,16.124800000000004,50,2,406,0,Home
13110.0,10.46609589041097,146,30,406,0,Home
13113.0,57.434640287769774,278,0,406,0,Home
13115.0,18.06007575757576,132,8,406,0,Home
13116.0,16.71903225806452,31,116,406,0,Home
13117.0,12.878289473684205,76,21,406,0,Home
